,r,Hx,CHx,Ne,Ve,Na,Va,PiEgoGalter,PiEgoGalters
11096,15,12.747067,7.224802,22950,4981,23932,9400,0.0,0.49316297456010455
11097,1,12.319215,12.319215,28838,4720,31054,13484,0.0,0.0
11098,2,7.632535000000001,8.231571,28838,4720,7242,4657,0.45608301809016366,0.4053233673779957
11099,3,13.076475,8.16676,28838,4720,30878,11911,0.0,0.41087804060650496
11100,4,7.531064999999999,7.953355,28838,4720,3847,2688,0.46455665180942785,0.4290581791194831
11101,5,8.643037,7.932577,28838,4720,1734,1162,0.36967839726287477,0.43081943262698974
11102,6,8.050991999999999,7.412746,28838,4720,28162,15090,0.42076109102813575,0.47439370685849264
11103,7,9.550898,7.412746,28838,4720,826,574,0.2884277708881155,0.47439370685849264
11104,8,7.328966,7.409857000000001,28838,4720,410,367,0.4813311882003735,0.47463331749085885
11105,9,10.628033,7.386054,28838,4720,15730,7624,0.18592728448664245,0.4766064659327909
11106,10,7.90855,7.164089,28838,4720,20901,11430,0.4328541627390455,0.4949172840750528
11107,11,13.081144,7.1522440000000005,28838,4720,27476,10825,0.0,0.49588996044893874
11108,12,10.642942,7.143611,28838,4720,7360,4147,0.18444627371773453,0.4965985945627874
11109,13,14.795426,7.1434869999999995,28838,4720,29319,11758,0.0,0.4966087712883939
11110,14,8.227503,7.037721,28838,4720,24516,12810,0.4056724836587295,0.5052712351755757
11111,15,12.344422,7.021019,28838,4720,27337,11755,0.0,0.5066359310848669
11112,1,11.164622,11.164622,20343,4596,22653,9077,0.12756635955722792,0.12756635955722792
11113,2,12.139628,11.036902,20343,4596,17044,7218,0.007244444533347493,0.14104332591633298
11114,3,12.328612,10.998786,20343,4596,13404,6028,0.0,0.1450208268974441
11115,4,7.899430000000001,7.675136,20343,4596,24676,12911,0.43177815715485873,0.45074550432461563
11116,5,12.14156,7.6348080000000005,20343,4596,20803,8507,0.006860211328754767,0.4541371009153911
11117,6,8.883296000000001,7.508032000000001,20343,4596,27364,12194,0.34632131238095804,0.46476258154968786
11118,7,13.343857999999999,7.505046000000001,20343,4596,18572,7981,0.0,0.4650121868315543
11119,8,7.928158,7.326909,20343,4596,13858,7426,0.42933581943537286,0.47984880349990827
11120,9,10.267112,7.278144999999999,20343,4596,25493,10980,0.21829839808626975,0.48389185721311334
11121,10,12.275898,7.259554,20343,4596,27833,10821,0.0,0.48543119053024897
11122,11,12.079756,7.237532000000001,20343,4596,32878,12732,0.017555765314570676,0.4872531460301377
11123,12,12.736316,7.228016,20343,4596,30363,11512,0.0,0.4880399469856493
11124,13,8.029864,7.129905,20343,4596,14380,8182,0.4206650399076771,0.49613479223550355
11125,14,8.278046,7.036135000000001,20343,4596,28378,13332,0.39934485084102905,0.5038424749835667
11126,15,7.957864999999999,6.960019,20343,4596,13876,7984,0.42680710464090477,0.5100784145753061
11136,1,7.691639,7.691639,25562,3853,26961,13965,0.43725912966345426,0.43725912966345426
11137,2,11.644173,7.5435929999999995,25562,3853,29359,11172,0.04446248054046387,0.45003846561682065
11138,3,12.609375,7.529642,25562,3853,17585,7546,0.0,0.45123848903242175
11139,4,12.25966,7.499492999999999,25562,3853,23138,9405,0.0,0.45382935546560726
11140,5,13.475938000000001,7.480207000000001,25562,3853,28972,11070,0.0,0.4554849471864465
11141,6,7.98997,7.144328999999999,25562,3853,24897,11461,0.4112512469513244,0.48410241531348147
11142,7,7.681760000000001,6.912812,25562,3853,28862,14403,0.43811446049791636,0.5035971160111453
11143,8,7.943857,6.793813,25562,3853,31302,13952,0.4152941924433156,0.5135461468913066
11144,9,8.304014,6.724317,25562,3853,26155,10717,0.3834853615018693,0.5193344410882101
11145,10,7.951442999999999,6.69198,25562,3853,13568,6851,0.4146296771975749,0.5220222943493315
11146,11,8.768500999999999,6.661353,25562,3853,25023,10615,0.34162745659959726,0.5245648167345711
11147,12,13.674752,6.660032000000001,25562,3853,26132,10500,0.0,0.5246744107183998
11148,13,8.497446,6.658469,25562,3853,1962,1315,0.36617336707107034,0.5248040742783018
11149,14,7.712542999999999,6.585694999999999,25562,3853,26263,12764,0.43544802056967086,0.5308323580068254
11150,15,14.140398999999999,6.583097,25562,3853,34089,12981,0.0,0.5310472433726202
11151,1,12.734663000000001,12.734663000000001,29702,7709,30191,13996,0.028025464598162773,0.028025464598162773
11152,2,13.648458999999999,12.633705,29702,7709,26911,11148,0.0,0.04050888379614711
11153,3,13.685888,12.630293,29702,7709,15480,6902,0.0,0.04091732372697097
11154,4,12.131306,11.962808,29702,7709,28470,13892,0.09573698887313299,0.1129154848309012
11155,5,14.370213,11.954962,29702,7709,27675,11013,0.0,0.11370450465974526
11156,6,12.445884,11.823124,29702,7709,27717,13174,0.062115368222742974,0.12683493042376762
11157,7,12.383412,11.675410000000001,29702,7709,29676,13637,0.06899692667048755,0.14128822823008402
11158,8,13.892479000000002,11.661383,29702,7709,32232,13141,0.0,0.1426478723242276
11159,9,12.549114999999999,11.633992,29702,7709,20492,9416,0.05044006739248307,0.14529683974472873
11160,10,9.014211999999999,10.053499,29702,7709,3498,2372,0.3758466270496653,0.28852281889300535
11161,11,12.065789,10.011253,29702,7709,18135,8857,0.10247220275202007,0.29215758697926153
11162,12,13.703966000000001,10.003648,29702,7709,30444,12147,0.0,0.2928110644955865
11163,13,13.519279000000001,9.979414,29702,7709,30753,13477,0.0,0.29489172672466096
11164,14,8.680537,8.246596,29702,7709,22249,11661,0.40305585459911347,0.43791293365903966
11165,15,9.57344,8.120989,29702,7709,9994,6080,0.3293792906483433,0.4478966376960884
11166,1,8.14349,8.14349,34203,6782,29617,12840,0.4378481975983202,0.4378481975983202
11167,2,8.593508,7.847142,34203,6782,27562,11546,0.4011371884900819,0.46167740074456926
11168,3,10.105567,7.739574,34203,6782,26414,10664,0.2723726843595046,0.4702618318807137
11169,4,7.885038000000001,7.346786,34203,6782,27917,14124,0.4586449668069154,0.5013239359852213
11170,5,8.144053,7.2922910000000005,34203,6782,8029,4473,0.43780267181973953,0.505598972995603
11171,6,8.062234,7.150131,34203,6782,28252,13350,0.44440852940293746,0.5167124529783924
11172,7,12.275079,7.150005999999999,34203,6782,5720,3007,0.06182345365885066,0.5167222004864922
11173,8,8.241427999999999,7.0885240000000005,34203,6782,20064,9730,0.42991379866889473,0.5215113926039218
11174,9,8.312985000000001,7.0092,34203,6782,30273,12429,0.42409758058549124,0.5276751986369164
11175,10,11.414781,6.989312,34203,6782,27621,10591,0.15129487560521182,0.5292179063779775
11176,11,8.15703,6.979203999999999,34203,6782,4053,2460,0.436753042287148,0.5300015722732591
11177,12,7.949228,6.894545,34203,6782,25791,12534,0.4534987023386012,0.5365543246877363
11178,13,7.985664999999999,6.8403789999999995,34203,6782,20013,10079,0.45057194966937086,0.5407367869902835
11179,14,9.926276,6.820038,34203,6782,31346,12252,0.2881464455792683,0.542305407518942
11180,15,8.95166,6.7902759999999995,34203,6782,28010,12245,0.37143765467110856,0.5445985548833684
11181,1,12.522029,12.522029,25548,5802,21345,10415,0.0,0.0
11182,2,10.232285000000001,9.881321,25548,5802,28355,14485,0.24592322809314254,0.27781090010746845
11183,3,13.196192000000002,9.878743,25548,5802,10487,5000,0.0,0.27804263782878913
11184,4,11.871464999999999,9.769489,25548,5802,22337,10331,0.08362047076631546,0.2878320643455166
11185,5,14.465267,9.764294999999999,25548,5802,26788,10808,0.0,0.28829594988111995
11186,6,14.824547,9.760771,25548,5802,35982,13651,0.0,0.2886106077683063
11187,7,13.139613,9.724509,25548,5802,28788,13251,0.0,0.2918448474107261
11188,8,14.698351,9.724039999999999,25548,5802,28701,11347,0.0,0.29188663522392827
11189,9,10.588018,9.585882000000002,25548,5802,20196,10145,0.2128400264947078,0.304149938048697
11190,10,14.099507000000001,9.585882000000002,25548,5802,18612,7980,0.0,0.304149938048697
11191,11,14.661169000000001,9.584643,25548,5802,27502,11302,0.0,0.30425950198513474
11192,12,11.389989,9.534021000000001,25548,5802,21081,9831,0.13452219713990654,0.30872981842612135
11193,13,10.138465,9.428614999999999,25548,5802,11988,6577,0.25451578764144295,0.31800007400932495
11194,14,14.588070000000002,9.428614999999999,25548,5802,24629,10218,0.0,0.31800007400932495
11195,15,8.223505000000001,9.421977,25548,5802,509,417,0.42076077471377216,0.3185821873815776
11196,1,11.113941,11.113941,34388,7538,28602,14102,0.19186614221615939,0.19186614221615939
11197,2,11.237364999999999,10.463398,34388,7538,32127,14517,0.18038594244328104,0.25068255594600114
11198,3,14.396389000000001,10.463184,34388,7538,21684,9158,0.0,0.2507014937779256
11199,4,13.818616,10.463184,34388,7538,14525,6594,0.0,0.2507014937779256
11200,5,13.507589000000001,10.463184,34388,7538,11694,5480,0.0,0.2507014937779256
11201,6,13.075106,10.419939,34388,7538,24505,10328,0.0,0.25452346835378736
11202,7,14.709166,10.419513,34388,7538,27731,11226,0.0,0.25456106912991894
11203,8,14.616339000000002,10.419265,34388,7538,25936,10562,0.0,0.25458295834670364
11204,9,13.581139000000002,10.396975,34388,7538,31307,12824,0.0,0.25654903085644337
11205,10,14.307235,10.396975,34388,7538,20944,8901,0.0,0.25654903085644337
11206,11,12.842452999999999,10.307658,34388,7538,30310,12797,0.008253015928505315,0.2644015752485212
11207,12,11.909399,10.163216,34388,7538,26363,11855,0.11540420635275812,0.27701669475070995
11208,13,12.938396000000001,10.115779,34388,7538,32172,13802,0.0,0.28113785852245865
11209,14,10.715814,10.047222999999999,34388,7538,5018,3158,0.22816910317263034,0.2870752730588012
11210,15,14.757755,10.045637,34388,7538,30343,12013,0.0,0.28721237615476564
11211,1,8.644749000000001,8.644749000000001,45557,7482,30769,16668,0.40387216067637144,0.40387216067637144
11212,2,8.562808,8.162414,45557,7482,29375,15985,0.4105193453506901,0.44269951125481966
11213,3,8.500492,8.0927,45557,7482,7578,4787,0.4155602653927395,0.44825303477609046
11214,4,14.415944,8.083434,45557,7482,28310,11041,0.0,0.4489901004407335
11215,5,8.457645,7.809527,45557,7482,30254,15988,0.4190192156764584,0.4706656967609251
11216,6,13.298510999999998,7.800564,45557,7482,16957,7339,0.0,0.4713713568905068
11217,7,13.915583999999999,7.791666,45557,7482,30835,12536,0.0,0.4720716751347129
11218,8,10.803261000000001,7.752278,45557,7482,26206,13131,0.21952346222514382,0.47516903362370055
11219,9,10.758853,7.7397990000000005,45557,7482,8888,5271,0.2235401509088604,0.47614943663730863
11220,10,8.774683999999999,7.632311,45557,7482,29237,15668,0.39328724399135584,0.4845761454604618
11221,11,8.589789999999999,7.516527000000001,45557,7482,25131,13447,0.40833288614770724,0.49361747314092475
11222,12,8.943942,7.507637,45557,7482,6645,4060,0.37941530747390945,0.49431015470307155
11223,13,13.411515,7.50218,45557,7482,23835,10724,0.0,0.4947352405862645
11224,14,13.995934,7.494961999999999,45557,7482,35047,14578,0.0,0.4952973789690487
11225,15,13.204701000000002,7.487492,45557,7482,28613,12649,0.0,0.4958789936322585
11254,1,7.877427000000001,7.877427000000001,27243,4156,30705,12732,0.42656569676077577,0.42656569676077577
11255,2,11.234067,7.784408,27243,4156,21115,8619,0.10601232849961224,0.43457260150150784
11256,3,10.194735000000001,7.66219,27243,4156,32422,12241,0.21425054198869767,0.4450440255013076
11257,4,13.269448,7.654337,27243,4156,23230,9524,0.0,0.4457149831211839
11258,5,7.391305,6.932969,27243,4156,25458,13475,0.4680604068987417,0.506424643493784
11259,6,12.513376,6.910857000000001,27243,4156,34113,12755,0.0,0.5082576866679743
11260,7,7.39698,6.707623,27243,4156,24103,12800,0.46758088383217167,0.5250306976907859
11261,8,12.192521000000001,6.696024,27243,4156,26470,10369,0.0,0.5259839389960024
11262,9,9.718618,6.6586050000000006,27243,4156,24979,9788,0.2603230924572624,0.5290562058117375
11263,10,11.589663999999999,6.643738000000001,27243,4156,27161,10873,0.06458489661125341,0.5302756090205317
11264,11,12.826018,6.637385000000001,27243,4156,24801,9948,0.0,0.5307964718550554
11265,12,9.081584,6.589917999999999,27243,4156,27193,11410,0.3197098239991312,0.5346840735496348
11266,13,9.28412,6.565519,27243,4156,23076,9388,0.3010751626163259,0.5366795923340204
11267,14,8.833689999999999,6.522521,27243,4156,25260,10389,0.3422352630759318,0.5401916756840645
11268,15,9.033989,6.494472,27243,4156,27057,11024,0.3240581335411783,0.5424795750279992
11269,1,7.889717,7.889717,22331,4081,20739,11203,0.42419906546367775,0.42419906546367775
11270,2,8.06891,7.428838000000001,22331,4081,31011,14864,0.40862705849175945,0.4636939201020886
11271,3,7.6577850000000005,7.339497,22331,4081,5803,3716,0.4441720529150551,0.47126108431754477
11272,4,12.421814,7.339497,22331,4081,5521,2910,0.0,0.47126108431754477
11273,5,7.760581,7.199164,22331,4081,12236,7053,0.4353445776043691,0.4830910091741717
11274,6,12.107965,7.149464999999999,22331,4081,27588,10588,0.0,0.48726431260129793
11275,7,6.50137,7.149464999999999,22331,4081,112,93,0.5409331580520872,0.48726431260129793
11276,8,8.440914,7.044675,22331,4081,26106,12512,0.3758872820982723,0.49603616672876766
11277,9,11.002408,7.019953,22331,4081,20582,9645,0.12893106460477477,0.498100214770303
11278,10,7.7310360000000005,6.956625999999999,22331,4081,9816,6099,0.4378857345238568,0.5033780722014911
11279,11,12.913102,6.946884,22331,4081,27306,10926,0.0,0.5041888118962508
11280,12,13.709037,6.945467,22331,4081,21660,9263,0.0,0.5043067098652788
11281,13,13.077717999999999,6.935971,22331,4081,33475,13127,0.0,0.5050966288130313
11282,14,7.976566,6.826115,22331,4081,26303,13760,0.4166674424254034,0.5142132499651848
11283,15,11.482063,6.8083,22331,4081,33717,14213,0.07464445735413779,0.5156879215674115
11284,1,13.395064000000001,13.395064000000001,26150,6654,24230,11626,0.0,0.0
11285,2,11.300778999999999,11.085218,26150,6654,28981,14011,0.16013131149628346,0.18082599147317635
11286,3,9.383919,9.185922999999999,26150,6654,22585,11193,0.3334105165156817,0.35025476258395505
11287,4,10.712879,9.060255999999999,26150,6654,21084,10507,0.2156818681042143,0.3608669122625217
11288,5,11.179802,8.987977,26150,6654,21344,11031,0.17179706749401846,0.3669437907864693
11289,6,14.191963000000001,8.983816000000001,26150,6654,28576,11276,0.0,0.367293040858757
11290,7,8.409099000000001,8.817026,26150,6654,4847,3291,0.41494503708549646,0.3812407273002221
11291,8,9.959183,8.817026,26150,6654,1194,778,0.28353451163350113,0.3812407273002221
11292,9,8.041250999999999,8.781056,26150,6654,1747,1310,0.44486964244990634,0.3842356660234743
11293,10,9.43668,8.761764999999999,26150,6654,3385,2085,0.32889547334346725,0.3858400017480168
11294,11,9.343741,8.504415,26150,6654,25681,12657,0.3368411890490219,0.4071199626438366
11295,12,7.396253999999999,8.503099,26150,6654,341,300,0.4963465650505395,0.4072282056752588
11296,13,9.131717,8.246063000000001,26150,6654,29014,14669,0.3548396233747711,0.4282610698348106
11297,14,11.806702,8.246063000000001,26150,6654,3606,2095,0.10958952895099512,0.4282610698348106
11298,15,14.318527,8.246063000000001,26150,6654,20958,8678,0.0,0.4282610698348106
11304,1,7.531322,7.531322,34340,6633,30428,11826,0.48548146272726006,0.48548146272726006
11305,2,7.640303,7.1687080000000005,34340,6633,27639,10672,0.4768228361425364,0.5140475368541065
11306,3,7.651022,6.971374000000001,34340,6633,26670,10698,0.47596933877432107,0.5294392515553927
11307,4,10.811211,6.945031,34340,6633,22691,9269,0.20623881897236213,0.5314859076091886
11308,5,7.520898,6.771503,34340,6633,26027,12814,0.48630785869890014,0.544920885742573
11309,6,8.156409,6.695316,34340,6633,27341,10713,0.43533847265920206,0.5507939590448034
11310,7,7.4891369999999995,6.5892479999999995,34340,6633,24723,12490,0.4888238886294942,0.558944788028719
11311,8,8.36201,6.588543,34340,6633,747,519,0.41858297133664346,0.558998864335056
11312,9,8.01897,6.528809,34340,6633,30083,11318,0.44646482253510605,0.5635759388009104
11313,10,7.53075,6.4538910000000005,34340,6633,31077,13217,0.485526817968297,0.5693032110945818
11314,11,7.494486,6.388693,34340,6633,29057,12774,0.4884003564225941,0.5742754530770667
11315,12,7.641833,6.339548000000001,34340,6633,29363,12756,0.47670103084314763,0.5780161015974299
11316,13,7.293133999999999,6.328195,34340,6633,5600,3512,0.5042872101144189,0.5788793357840754
11317,14,8.577793,6.300614,34340,6633,32287,12127,0.4008498904189614,0.580975082959792
11318,15,7.383014,6.2821739999999995,34340,6633,11022,6173,0.4972097927617314,0.5823751478203428
11319,1,9.382926,9.382926,28312,5673,27684,11355,0.3200713287485316,0.3200713287485316
11320,2,11.605688,9.288492999999999,28312,5673,17254,7493,0.10917533417509685,0.32834769284112536
11321,3,9.691556,9.060777,28312,5673,16232,7040,0.29273618682538405,0.3481468876496015
11322,4,10.700156,8.882228999999999,28312,5673,31430,12166,0.19975980921399164,0.3635212810862986
11323,5,8.593529,8.130133,28312,5673,27999,11964,0.3881175476408688,0.4269618454537226
11324,6,14.034876,8.123917,28312,5673,31230,11962,0.0,0.4274778400013471
11325,7,7.8913199999999994,7.8785169999999995,28312,5673,4269,2818,0.44669343352655844,0.4477459725748726
11326,8,8.8427,7.734469,28312,5673,28528,12006,0.36690789988548406,0.4595518531308737
11327,9,13.976482999999998,7.7285449999999996,28312,5673,29326,11815,0.0,0.4600359539961131
11328,10,13.552517000000002,7.721767,28312,5673,27267,10944,0.0,0.46058970614635086
11329,11,13.154751999999998,7.712652,28312,5673,24159,10082,0.0,0.46133415835053065
11330,12,8.237596,7.405997999999999,28312,5673,30150,15486,0.4180205346633971,0.4862286037366548
11331,13,13.211272,7.398397999999999,28312,5673,33181,12688,0.0,0.48684190655231024
11332,14,9.672555000000001,7.362046,28312,5673,30770,12206,0.29443226596474964,0.4897730102394432
11333,15,13.268595999999999,7.359236,28312,5673,29886,12071,0.0,0.4899994173784285
11349,1,7.978214,7.978214,37475,6936,5080,3238,0.4525953865190701,0.4525953865190701
11350,2,8.465577,7.4962100000000005,37475,6936,31991,15593,0.4131962109594952,0.49086098391759914
11351,3,7.6584330000000005,7.402133,37475,6936,3452,2341,0.47805723728332095,0.49825217162891555
11352,4,9.629107000000001,7.272625,37475,6936,31477,14386,0.3158705629248756,0.5083867402485339
11353,5,8.909686,7.250399000000001,37475,6936,4541,2940,0.37662525544911446,0.5101213726410644
11354,6,7.339207000000001,7.248096,37475,6936,384,328,0.5031822008276,0.5103010332366494
11355,7,7.954872999999999,7.1600600000000005,37475,6936,7076,4441,0.4544640517378255,0.5171579902339415
11356,8,11.447184,7.120286,37475,6936,28543,11904,0.15081705456180752,0.5202489940109591
11357,9,8.609571,7.031833,37475,6936,22536,11214,0.40141126155274653,0.5271077153247599
11358,10,8.051195,7.028138,37475,6936,921,644,0.44674203381625294,0.527393770372586
11359,11,11.15778,7.024468,37475,6936,5843,2959,0.1786024680905978,0.5276778537119128
11360,12,10.04698,6.9917229999999995,37475,6936,30798,13844,0.2795998948875054,0.530210943772984
11361,13,12.300777,6.979763,37475,6936,31695,12231,0.062354617913883276,0.5311354303068668
11362,14,7.662762,6.965822,37475,6936,1802,1375,0.47771453569571964,0.5322125618410226
11363,15,8.415105,6.9036729999999995,37475,6936,18004,10048,0.41731104710260986,0.5370081091788644
11364,1,12.092412,12.092412,37533,8196,31060,15773,0.10779030411286507,0.10779030411286507
11365,2,14.578639,12.082424000000001,37533,8196,30227,11805,0.0,0.10879322864280604
11366,3,13.763077,12.027464,37533,8196,33807,14357,0.0,0.11428558694618327
11367,4,14.486244000000001,12.023,37533,8196,26667,10561,0.0,0.11472978850282473
11368,5,9.132202000000001,12.020083,37533,8196,653,501,0.37071948771491936,0.11501990131573814
11369,6,13.249526999999999,11.950145,37533,8196,31320,13743,0.0,0.1219410407648338
11370,7,12.356271000000001,11.386019000000001,37533,8196,33851,14450,0.08067423700891803,0.1757831630783486
11371,8,14.306826000000001,11.381822,37533,8196,30235,11666,0.0,0.1761727394842817
11372,9,11.057124,11.381289,37533,8196,2383,1371,0.20591517807399048,0.17622220390020563
11373,10,14.447780999999999,11.379671,37533,8196,26864,10771,0.0,0.1763723466015356
11374,11,14.285903,11.375247,37533,8196,30011,11757,0.0,0.17678276677877428
11375,12,11.732972,10.995610000000001,37533,8196,14078,6726,0.14305016876365975,0.2114681750377229
11376,13,12.974423,10.972344,37533,8196,18115,8521,0.00618002725143627,0.21356216678550147
11377,14,14.207113,10.970552,37533,8196,25763,10641,0.0,0.21372330998760355
11378,15,13.827672,10.957686,37533,8196,32080,13471,0.0,0.21487968039478947
11379,1,10.086411,10.086411,31895,5785,22019,9006,0.25897548707165113,0.25897548707165113
11380,2,13.279106,10.053091,31895,5785,16567,7420,0.0,0.2620066416425668
11381,3,12.450906,9.956405,31895,5785,21896,8813,0.010467710321810738,0.27076736769176907
11382,4,10.088539,9.617453,31895,5785,22051,8944,0.25878168751963576,0.3010935324125662
11383,5,13.337164999999999,9.613416,31895,5785,14573,6438,0.0,0.30145128958600526
11384,6,13.523838,9.610028,31895,5785,14657,6605,0.0,0.30175147270520747
11385,7,7.986797999999999,8.118896000000001,31895,5785,8282,4559,0.44013057689975815,0.4292302551152835
11386,8,13.407831,8.114361,31895,5785,17283,7564,0.0,0.4296054267973363
11387,9,9.010738,7.832051,31895,5785,28099,11575,0.3540398993787447,0.45282746531192
11388,10,8.323961,7.474142999999999,31895,5785,28597,11692,0.412193121366148,0.48190391721780024
11389,11,13.602739000000001,7.469285,31895,5785,23371,9321,0.0,0.4822958649407172
11390,12,8.711747,7.316768,31895,5785,24415,10567,0.3795727971635561,0.4945648804269316
11391,13,8.2036,7.283066000000001,31895,5785,5092,2738,0.4222101966385638,0.4972665990753003
11392,14,12.590156,7.282107000000001,31895,5785,7631,3807,0.0,0.4973434278678729
11393,15,13.027609,7.279835,31895,5785,13771,6171,0.0,0.49752543472196553
11394,1,7.952872,7.952872,32460,5101,13977,7446,0.43446401727162165,0.43446401727162165
11395,2,9.958105,7.6422669999999995,32460,5101,25896,10463,0.2583973806790492,0.46032297701808406
11396,3,8.190484,7.363813,32460,5101,20214,9566,0.41445785159636717,0.4832349256035334
11397,4,9.013368,7.22398,32460,5101,31200,12909,0.34353509750976396,0.4946475811462092
11398,5,8.021355999999999,7.155487,32460,5101,5413,3253,0.42871823957230726,0.500215457232056
11399,6,9.092564999999999,7.131038,32460,5101,9415,4715,0.33656331460232214,0.5021994307045476
11400,7,10.098905,7.074233,32460,5101,18874,8078,0.24529402793763536,0.5068019122534737
11401,8,9.78575,7.023407000000001,32460,5101,22765,9961,0.2742764425538326,0.5109115885127166
11402,9,11.760356,7.012597,32460,5101,23815,9559,0.07689591220789427,0.5117846455167279
11403,10,13.694395000000002,7.009824000000001,32460,5101,18730,7910,0.0,0.5120085463513774
11404,11,10.077796000000001,6.976516,32460,5101,29826,11902,0.24726636156008044,0.5146961159621845
11405,12,10.110289999999999,6.949642,32460,5101,28252,11378,0.24422908615979377,0.5168620867332747
11406,13,8.047852,6.804657000000001,32460,5101,27177,13218,0.4264908512304219,0.5285100003060311
11407,14,13.960064000000001,6.803521000000001,32460,5101,21542,8858,0.0,0.5286010168409774
11408,15,8.171403999999999,6.7337,32460,5101,23588,11289,0.4160717194729172,0.5341877283257671
11409,1,10.940953,10.940953,39707,6780,29874,13471,0.1964952338570209,0.1964952338570209
11410,2,13.386021,10.927472,39707,6780,13950,6468,0.0,0.19775504725610824
11411,3,8.092244,8.106281,39707,6780,17944,9563,0.4419688255043539,0.4408356342111606
11412,4,13.415178,8.076499,39707,6780,27594,11271,0.0,0.4432391807965995
11413,5,13.960328,8.072522,39707,6780,24922,9988,0.0,0.4435599370741947
11414,6,9.925003,7.917076,39707,6780,18107,8650,0.288231371316929,0.4560593890642592
11415,7,8.07648,7.490136,39707,6780,26200,14204,0.4432407133155677,0.4900214999338034
11416,8,7.919875,7.198618,39707,6780,27840,14842,0.45583496593840406,0.5129120076805556
11417,9,9.026664,7.184131,39707,6780,5387,3293,0.3651379469012604,0.51404339332507
11418,10,13.092879,7.169668,39707,6780,33344,13003,0.0,0.5151723291853537
11419,11,8.0808,7.080906,39707,6780,17898,9566,0.4428922383911893,0.5220882632647816
11420,12,9.013456,7.063211999999999,39707,6780,5185,3144,0.36624485856044964,0.5234643303357355
11421,13,8.301516000000001,6.98044,39707,6780,30229,15412,0.42501097545454253,0.5298902518932396
11422,14,8.003964,6.878711999999999,39707,6780,27591,14802,0.4490817345928124,0.5377624956886097
11423,15,10.011372,6.868415,39707,6780,16268,7826,0.28065240806072866,0.5385577843759919
11424,1,11.565447,11.565447,38019,9239,29153,14836,0.17239957461973637,0.17239957461973637
11425,2,11.770352,11.388579,38019,9239,20876,10551,0.15344691944150046,0.1884936361250491
11426,3,9.46654,9.386459,38019,9239,22504,12250,0.3524589052414152,0.3589609171495062
11427,4,8.587168,8.478031,38019,9239,14885,8424,0.42273969955845647,0.43130002009875984
11428,5,11.424908,8.434613,38019,9239,24368,11743,0.185206451525304,0.4346961982764824
11429,6,12.458532,8.413504,38019,9239,22233,10369,0.08650152124959126,0.4363454438081719
11430,7,8.830105,8.22269,38019,9239,15475,8754,0.4035609299127677,0.45119769486335065
11431,8,8.029416000000001,8.169063000000001,38019,9239,2912,2053,0.46614045592811,0.4553538797191817
11432,9,11.175858999999999,8.119183999999999,38019,9239,22554,11237,0.20756311683644746,0.4592126161235079
11433,10,8.317672,8.04614,38019,9239,5944,3921,0.44381719375444667,0.4648514095895572
11434,11,8.577485000000001,7.937208999999999,38019,9239,12384,7214,0.4235005731528395,0.4732342736424878
11435,12,12.333008,7.9031270000000005,38019,9239,27235,14125,0.09920135642021645,0.4758506672414178
11436,13,9.023015,7.777181,38019,9239,29279,14579,0.3882062090282081,0.48549300723166616
11437,14,14.482829,7.777181,38019,9239,23305,9553,0.0,0.48549300723166616
11438,15,9.793998,7.7615229999999995,38019,9239,10567,5793,0.3256401592046585,0.4866889063123123
11439,1,7.928512,7.928512,12134,2943,29925,13154,0.3959715805149444,0.3959715805149444
11440,2,10.151,7.694031,12134,2943,30810,11782,0.17759672912676372,0.417331904845383
11441,3,8.677416000000001,7.550337,12134,2943,27849,11771,0.32596097560059695,0.4303013004683986
11442,4,7.606569,7.4665919999999995,12134,2943,5646,3569,0.4252366375294663,0.4378189263297537
11443,5,12.614647,7.4451160000000005,12134,2943,26237,10873,0.0,0.43974200408749164
11444,6,7.861436,7.251326,12134,2943,20373,10263,0.4021074213957046,0.4570083458013781
11445,7,8.203389999999999,7.136878,12134,2943,28939,12592,0.3706050648954901,0.46713355515449345
11446,8,12.367213000000001,7.1163940000000006,12134,2943,35064,13310,0.0,0.4689402425295665
11447,9,7.895755,7.036206,12134,2943,17172,9105,0.3989706468723184,0.47599684634538697
11448,10,8.012278,6.958969000000001,12134,2943,23532,11447,0.38827964767212064,0.4827699196082506
11449,11,12.223018,6.953916,12134,2943,11941,5528,0.0,0.4832122189795602
11450,12,10.450891,6.926533,12134,2943,31226,12289,0.14478812135686403,0.4856073904099538
11451,13,12.513692,6.916728999999999,12134,2943,35275,13746,0.0,0.4864642353942766
11452,14,10.386786,6.892796000000001,12134,2943,29375,11684,0.15190996497166404,0.4885543651382613
11453,15,13.007446,6.88943,12134,2943,32701,12825,0.0,0.48884814989219744
11454,1,9.672105,9.672105,34935,5120,28660,13308,0.2850042409601869,0.2850042409601869
11455,2,13.922906,9.646704,34935,5120,26441,10563,0.0,0.2873128238227193
11456,3,8.310241,8.017439,34935,5120,30988,15095,0.4045698326089159,0.4293044912985572
11457,4,8.395430000000001,7.675707000000001,34935,5120,33525,15856,0.39731497274748906,0.457795452958145
11458,5,8.152851,7.479722,34935,5120,21833,11271,0.41790356671784346,0.47395995066820196
11459,6,11.669739,7.450872,34935,5120,26197,10305,0.08770499543079786,0.4763289589216689
11460,7,14.217097,7.448624000000001,34935,5120,28896,11515,0.0,0.4765134408225225
