,r,Hx,CHx,CHxA,PiEgoGalters,PiEgoGaltersAndEgo
374,15,14.112837,7.323156,7.100453,0.526505409555543,0.5429299001061664
375,1,7.108047,7.108047,6.173297,0.5064771854335399,0.5804949845241751
376,2,6.913304,6.815699,6.057016,0.5298993265544089,0.589528569050511
377,3,7.282908,6.468949,5.877714,0.5573556719666352,0.6033845553870067
378,4,8.363551,6.463896,5.876028,0.557753224157543,0.6035144235517478
379,5,7.38371,6.300965,5.777815,0.570533232454013,0.6110660146223102
380,6,7.031107,6.235501,5.738455,0.575647007235389,0.6140849652870867
381,7,7.176634,6.139643,5.671757,0.5831133566340047,0.6191910748085613
382,8,13.932095,6.138707,5.671119,0.5831861347708754,0.6192398585239122
383,9,6.981813,6.087622,5.635605,0.5871545156479995,0.6219536280395569
384,10,7.249849,6.059282,5.617119,0.5893528886769515,0.623364854573736
385,11,7.840462,6.048473,5.611497,0.5901907697678663,0.6237938545602019
386,12,9.049037,6.047587,5.610702,0.590259435428123,0.6238545119469259
387,13,7.952855,6.045972,5.609869,0.5903845935241213,0.6239180668288852
388,14,11.092537,6.029089,5.598945,0.5916925465540444,0.6247513531161673
389,15,7.068309,6.001525,5.582098,0.5938262747014126,0.6260358092302151
390,1,11.117289,11.117289,6.196036,0.16185506735950328,0.5827969999259179
391,2,8.452317,7.993024,6.001194,0.43981335822097006,0.597751652840924
392,3,12.093975,7.988271,5.999677,0.44020441598568205,0.5978676856028576
393,4,10.329698,7.510759,5.92369,0.4791255876401207,0.6036719043468417
394,5,14.053898,7.506511,5.922232,0.4794686511809489,0.6037831214824979
395,6,14.514707,7.505452,5.921855,0.47955416623490615,0.6038118783482775
396,7,12.348566,7.43727,5.901851,0.4850527503866287,0.6053372011689919
397,8,14.353692,7.43654,5.901454,0.4851115456189911,0.6053674619396519
398,9,9.210095,7.20724,5.826822,0.5035008229337309,0.6110487011315187
399,10,13.991216,7.206557,5.826343,0.503555364993224,0.6110851162029847
400,11,14.615087,7.206315,5.826161,0.5035746899620914,0.6110989522492484
401,12,9.572027,7.035492,5.75615,0.5171731212127293,0.6164147963472224
402,13,9.053797,6.872616,5.723478,0.5300604282159841,0.6188910732438859
403,14,14.968712,6.872616,5.723478,0.5300604282159841,0.6188910732438859
404,15,6.757989,6.841033,5.720051,0.5325506158159544,0.6191506480089408
405,1,10.053931,10.053931,6.705308,0.26726704120550976,0.5459261898009472
406,2,8.306306,8.965184,6.683975,0.3623399267981724,0.5475865071733983
407,3,7.350759,7.248627,6.551427,0.5032128452822832,0.5578746413418298
408,4,8.033938,7.046027,6.500573,0.5192376097393561,0.5618091453273815
409,5,7.094849,6.799769,6.430747,0.5385593722557849,0.567200086845118
410,6,10.042466,6.75906,6.412665,0.5417371996705674,0.5685939701809555
411,7,7.526165,6.464251,6.267324,0.5646150416431266,0.5797659563896784
412,8,8.32515,6.377742,6.219436,0.5712835817741211,0.5834346114126484
413,9,7.465834,6.293477,6.177163,0.5777598162773894,0.5866680325027203
414,10,7.258301,6.099257,6.043067,0.5926145582090451,0.5968935376843068
415,11,11.906058,6.083856,6.033025,0.5937882052139429,0.5976573772399344
416,12,5.36141,6.08377,6.032954,0.5937947571592552,0.5976627768707727
417,13,8.402272,6.035206,6.0017,0.5974915032255681,0.6000383878735891
418,14,7.325233,5.959809,5.947781,0.6032184780230785,0.6041307113894058
419,15,8.725785,5.932321,5.927507,0.6053026773450284,0.6056674807611663
420,1,7.5648,7.5648,6.337418,0.4602806794075549,0.5606199339564424
421,2,8.567741,7.213141,6.22863,0.48952030595948837,0.5692891428089307
422,3,8.01742,7.054221,6.160394,0.502601144931802,0.5747089115255511
423,4,6.851469,6.25442,5.853177,0.5672371401345653,0.5989410434565597
424,5,6.732388,6.017147,5.69821,0.5860420032196643,0.6110602236042023
425,6,7.132744,5.95071,5.658255,0.5912778351313441,0.6141736740447831
426,7,8.705443,5.932345,5.646503,0.5927228930819043,0.6150885623966912
427,8,6.84825,5.771511,5.528233,0.6053363679457854,0.6242737678970697
428,9,6.996684,5.694773,5.470382,0.6113282286883787,0.6287520602156123
429,10,7.222825,5.689981,5.467051,0.6117018351242504,0.6290096242448834
430,11,9.104031,5.665877,5.449326,0.6135800922721294,0.6303796471650405
431,12,7.736831,5.647267,5.43387,0.6150290973735593,0.6315735592401033
432,13,6.78116,5.57882,5.381974,0.6203499372632559,0.6355773219020031
433,14,8.795847,5.577979,5.38119,0.6204152301941261,0.6356377483769974
434,15,7.177663,5.576232,5.380607,0.6205508559970737,0.6356826817238566
435,1,9.130947,9.130947,6.626131,0.30867350036710134,0.5277481025954827
436,2,15.618156,9.130543,6.626023,0.3087110644332441,0.5277570441500365
437,3,11.479527,8.878451,6.594985,0.3319824417932351,0.5303251613783232
438,4,8.165906,7.42316,6.33597,0.4606845948196749,0.5516342001417702
439,5,9.297616,7.228521,6.260782,0.4772653749474528,0.5577794747483722
440,6,7.924163,7.194463,6.258774,0.4801528260572921,0.5579433459481832
441,7,8.18958,7.059344,6.210383,0.49156828124681523,0.5618886232237842
442,8,14.487966,7.059344,6.210383,0.49156828124681523,0.5618886232237842
443,9,10.494373,7.031183,6.200324,0.49393947448145153,0.5627077930456555
444,10,12.906563,7.018716,6.194173,0.4949883406081846,0.5632085512146018
445,11,7.876371,6.843149,6.100628,0.5097027291362731,0.5708094111650369
446,12,8.235662,6.816539,6.08763,0.5119238331082452,0.5718633646587845
447,13,9.290889,6.776509,6.065622,0.5152606187544689,0.5736466924367538
448,14,9.01622,6.734264,6.045904,0.5187762407498429,0.5752431699852921
449,15,12.489459,6.721892,6.039142,0.5198047129131705,0.5757903783018319
450,1,8.74475,8.74475,6.331989,0.3389634375543148,0.5487516657256853
451,2,7.559714,7.160702,6.167058,0.4791824199323274,0.5623227172036561
452,3,11.508077,7.108114,6.145646,0.48366789457343584,0.5640780891708577
453,4,6.66226,6.178474,5.828599,0.561386219069619,0.5898978187342111
454,5,13.621137,6.177845,5.828179,0.5614378293220167,0.5899318106191516
455,6,7.292085,5.99006,5.715734,0.5767888371446805,0.5990123088855809
456,7,8.025332,5.937385,5.682691,0.5810746156296767,0.6016731332864754
457,8,12.638635,5.931408,5.678327,0.5815603619402238,0.6020242930631655
458,9,7.009064,5.778442,5.570335,0.5939532384938813,0.6106951315798305
459,10,11.829524,5.768753,5.563636,0.5947357231390478,0.6112318034446296
460,11,14.252191,5.767655,5.562646,0.5948243790693188,0.6113111026804515
461,12,9.65583,5.749149,5.547788,0.5963180396084328,0.6125008647308585
462,13,8.5315,5.719923,5.527393,0.5986747400604083,0.6141328839998251
463,14,11.617579,5.712265,5.522437,0.5992918150698153,0.6145292701118122
464,15,6.739562,5.642131,5.472642,0.6049345901955282,0.6185076828113649
465,1,7.769215,7.769215,6.455801,0.4381335024312109,0.5473535935464893
466,2,12.73169,7.722063,6.441919,0.4421565876088099,0.5484781158395388
467,3,13.596444,7.708133,6.436306,0.4433435739841339,0.5489326319777296
468,4,7.077477,6.58799,6.088823,0.5366155118022908,0.5768822202872999
469,5,8.962367,6.513565,6.050555,0.5426679574612309,0.5799378697203728
470,6,7.112228,6.311954,5.939727,0.5589772004605708,0.5887625191963753
471,7,10.201598,6.278136,5.919758,0.5617006493969636,0.5903486349277274
472,8,9.636942,6.275502,5.917977,0.561912625304983,0.590490039947148
473,9,7.211801,6.162966,5.847232,0.5709494229853377,0.5960992889439715
474,10,7.111323,6.08298,5.805328,0.5773490615493934,0.5994147598595074
475,11,11.102789,6.080147,5.803011,0.5775753742003272,0.5995979301683048
476,12,6.327048,6.080016,5.803011,0.5775858384783019,0.5995979301683048
477,13,13.768895,6.079179,5.80242,0.5776526968044207,0.5996446490901037
478,14,12.288994,6.073758,5.798828,0.5780856671776037,0.5999285766495598
479,15,10.408701,6.06502,5.792602,0.5787833769873543,0.6004206165049412
480,1,7.626666,7.626666,4.615246,0.4578778320485185,0.6952341291484114
481,2,9.734036,7.381142,4.574663,0.47825586472801473,0.6982552435768254
482,3,13.851214,7.370292,4.57283,0.4791518147462098,0.6983915878086878
483,4,11.898893,7.277396,4.55304,0.48680717900518433,0.6998630263308369
484,5,12.399497,7.245869,4.549606,0.4893989322104763,0.7001182408271843
485,6,14.757868,7.243056,4.548909,0.48963002685467427,0.7001700377292741
486,7,8.605062,7.236225,4.548006,0.49019110435835805,0.7002371412910227
487,8,12.602257,7.222161,4.544182,0.4913458087020752,0.7005212841500391
488,9,11.716937,7.168973,4.537468,0.495707032107086,0.701020069080181
489,10,8.105856,6.908242,4.4834,0.516957248328943,0.7050321579901271
490,11,9.271443,6.83532,4.470758,0.522862830119319,0.7059690602253311
491,12,11.690561,6.80889,4.464325,0.5249992390667173,0.7064456382601565
492,13,6.676214,6.782708,4.462156,0.5271135001621603,0.7066062986172847
493,14,13.681988,6.779521,4.461104,0.5273707157477134,0.7066842166921506
494,15,14.161279,6.778843,4.460899,0.5274254316128237,0.7066993999830812
495,1,11.288519,11.288519,7.899058,0.181685141559235,0.46739878990800027
496,2,13.766779,11.203144,7.88656,0.18957131957967824,0.4683772056770432
497,3,13.102227,11.163186,7.878692,0.19324376395752818,0.4689929356332755
498,4,12.069766,10.803869,7.825559,0.22578401345935661,0.4731465019493242
499,5,13.315606,10.773156,7.81786,0.2285280155348526,0.47374770909842484
500,6,10.52907,9.895808,7.729174,0.30484768116791283,0.48066137550262167
501,7,12.64804,9.870838,7.720519,0.30696787148909666,0.4813349389403335
502,8,9.5209,8.764718,7.558942,0.39852861254336325,0.4938722204770475
503,9,9.204792,8.254904,7.438961,0.4393559541740518,0.5031366998378091
504,10,9.942742,7.977598,7.302365,0.46124024867516333,0.5136378766234806
505,11,14.185909,7.972325,7.298776,0.46165426035695867,0.5139131321620467
506,12,12.590639,7.944916,7.285572,0.46380503197076467,0.5149255138758692
507,13,9.132768,7.763023,7.211844,0.4780251613464206,0.5205700909580937
508,14,12.899033,7.754873,7.207461,0.47866018242903985,0.5209052078447892
509,15,8.6972,7.63685,7.148439,0.487835878318894,0.5254131057688336
510,1,7.652139,7.652139,6.432395,0.4727378894003979,0.568480571635256
511,2,7.42577,7.619907,6.422737,0.4753225600231427,0.5692223355077388
512,3,7.151138,7.4003,6.348008,0.4928510471765957,0.5749533613947095
513,4,6.523016,7.381461,6.339721,0.49434816503510304,0.5755879844007432
514,5,13.259457,7.367118,6.334551,0.4954873012529385,0.5759838136056368
515,6,14.541449,7.361694,6.332258,0.4959179261433809,0.576159349217875
516,7,7.67907,7.157696,6.243634,0.5120526051769188,0.5829331065867307
517,8,7.302268,7.097751,6.21466,0.5167713311236101,0.5851431649370464
518,9,7.403146,6.939238,6.134275,0.5292006073315955,0.5912631493008855
519,10,6.440788,6.93774,6.133673,0.5293177347511858,0.5913089175836728
520,11,7.014637,6.903877,6.116285,0.5319638000179115,0.5926304656915925
521,12,13.815671,6.89859,6.113647,0.5323766419862752,0.5928308935564185
522,13,7.682947,6.720815,6.018626,0.5462137531565254,0.6000381791116947
523,14,14.462976,6.720442,6.018333,0.5462426948392584,0.6000603664876224
524,15,9.608726,6.718415,6.017184,0.546399966485741,0.6001473721577464
525,1,8.440802,8.440802,6.589155,0.41294871684518986,0.5595290414362316
526,2,10.70724,8.291034,6.559711,0.4251835734839743,0.5617828554274207
527,3,9.316125,7.981583,6.491264,0.4502385058026452,0.5670133997305885
528,4,8.100875,7.476213,6.359504,0.4905355172920099,0.5770477377254861
529,5,8.83017,7.368714,6.318645,0.4990119188319615,0.5801502420246508
530,6,8.764369,7.362809,6.316587,0.49947658855696164,0.5803063956626427
531,7,6.961889,6.289213,6.08702,0.5823823944960169,0.597656581148877
532,8,11.699512,6.259281,6.070448,0.584650171993047,0.598903820533648
533,9,7.616526,6.147389,6.010442,0.5931071497773779,0.603414108928881
534,10,8.295668,6.084171,5.968411,0.5978710521888586,0.6065678509977559
535,11,14.148082,6.082646,5.967021,0.5979858447528147,0.6066720709204503
536,12,11.361954,6.079773,5.964768,0.5982020902465538,0.6068409867117263
537,13,11.388796,6.06144,5.953353,0.5995814845212556,0.607696612973154
538,14,11.674363,6.046639,5.943371,0.6006945003020647,0.6084445548342658
539,15,14.001049,6.046002,5.942721,0.6007423892973554,0.6084932499232191
540,1,8.972808,8.972808,4.682906,0.3276330170063202,0.6844023690020612
541,2,10.713235,8.383467,4.668825,0.380630933735601,0.6854765720472866
542,3,7.301525,6.568932,4.615685,0.5351590271037624,0.6895251822045234
543,4,5.515618,5.112477,4.355821,0.6513489857462462,0.7092025922531057
544,5,8.620024,5.02703,4.323405,0.6579672910211021,0.7116430584353101
545,6,6.882424,4.88114,4.283674,0.6692171951364796,0.7146299488098705
546,7,5.685286,4.622506,4.170117,0.6890059756166197,0.7231407931888011
547,8,8.704876,4.597557,4.154255,0.6909043925853496,0.7243265266036372
548,9,6.891269,4.516812,4.119227,0.6970357470201562,0.7269422893955643
549,10,6.477786,4.510242,4.117152,0.6975337851388668,0.7270971265968654
550,11,5.994164,4.448915,4.078226,0.7021764696193816,0.7299993859578677
551,12,5.924757,4.375983,4.033747,0.7076830934176732,0.7333100534847438
552,13,8.662168,4.370306,4.030171,0.7081110605470081,0.7335759623722325
553,14,6.419072,4.359651,4.024976,0.708914039774452,0.7339621898474284
554,15,6.253191,4.34268,4.016026,0.7101923026118954,0.7346273944160333
555,1,10.621289,10.621289,5.69823,0.18857116141984534,0.6127796304669995
556,2,14.043756,10.613043,5.698071,0.18938539641174512,0.61279196458697
557,3,12.327062,10.539139,5.694748,0.19665586170818644,0.6130497235175798
558,4,9.067501,8.830495,5.615906,0.35460825961697007,0.6191561669062987
559,5,11.014368,8.518953,5.583008,0.3818178700667311,0.6216989666147517
560,6,6.760581,6.418684,5.271761,0.5561468803151305,0.64560524694632
561,7,6.958374,6.040722,5.130593,0.5860441552020796,0.6563583035821102
562,8,8.103022,5.992033,5.103218,0.5898653807174676,0.6584370409604523
563,9,9.763788,5.977197,5.09523,0.5910283887533356,0.6590432185001701
564,10,12.224268,5.975157,5.093992,0.5911882568147726,0.6591371493784924
565,11,15.203169,5.975157,5.093992,0.5911882568147726,0.6591371493784924
566,12,7.222558,5.845546,5.017923,0.6013209858713704,0.6649004934034716
567,13,7.23189,5.831332,5.009777,0.6024292845904637,0.6655167106805331
568,14,12.399192,5.82736,5.007674,0.6027388876244777,0.6656757652787321
569,15,11.733625,5.824287,5.005828,0.6029783859796983,0.6658153721703375
570,1,6.919306,6.919306,6.401353,0.5349221854196146,0.5746041582062387
571,2,7.676941,6.754709,6.350544,0.5476090390559105,0.5784590837023459
572,3,7.055637,6.41677,6.174314,0.5734331377534658,0.5917783648570101
573,4,6.885518,6.176864,6.022017,0.5915862058985477,0.6032248614607936
574,5,8.348332,6.10575,5.979419,0.5969388813720875,0.6064159300209534
575,6,6.954747,6.025576,5.926093,0.6029580439160419,0.6104041620939422
576,7,7.127453,5.955274,5.872511,0.6082226182026926,0.6144042910599112
577,8,6.769879,5.849072,5.791095,0.6161518326796168,0.6204684664820195
578,9,6.911452,5.752885,5.709131,0.6233087294180174,0.6265565780772744
579,10,6.959776,5.697636,5.662138,0.6274090498857373,0.6300394917125217
580,11,13.870761,5.696784,5.661641,0.6274722211662025,0.6300762974819142
581,12,9.659665,5.680267,5.648119,0.6286965082954343,0.6310774427627323
582,13,13.404544,5.678051,5.646703,0.6288607123314323,0.6311822543496564
583,14,7.79736,5.674518,5.644309,0.6291224796004135,0.6313594455290297
584,15,6.957288,5.658019,5.631581,0.6303445091060463,0.6323012627358305
585,1,10.247118,10.247118,7.0825,0.26171727116027577,0.5230582654177282
586,2,11.171042,10.237972,7.081327,0.26252929522226753,0.5231492678201578
587,3,9.793178,9.639025,7.006093,0.3148224579193121,0.5289782456366808
588,4,14.080385,9.637731,7.005582,0.3149336761773831,0.5290177848554588
589,5,11.832822,9.48508,6.965883,0.32800474831054843,0.5320874026126441
590,6,11.533248,9.414341,6.943663,0.33402956526753275,0.5338036640721738
591,7,13.007797,9.394465,6.935839,0.3357187908441065,0.5344076720977895
592,8,10.382132,9.340102,6.920922,0.3403310263356743,0.5355588031868875
593,9,8.956797,8.220507,6.801002,0.43294749481960726,0.5447914458651294
594,10,10.462166,8.165466,6.776801,0.4373934164235902,0.5466500686286376
595,11,7.637182,7.137503,6.57323,0.5187869039251124,0.562223403842018
596,12,11.002588,7.113064,6.558532,0.5206857716788094,0.563343628687821
597,13,10.125192,7.070923,6.538339,0.5239562569895975,0.5648817473045352
598,14,10.939957,7.056172,6.52912,0.5250999219818581,0.5655836152605316
599,15,8.754301,6.971589,6.48228,0.5316464611942701,0.5691462762651432
600,1,7.865586,7.865586,6.405327,0.4041703424288921,0.532450696647356
601,2,7.624553,7.470862,6.295184,0.43968933599238863,0.541799013079736
602,3,6.897187,6.763112,6.016823,0.501782517123865,0.5652348856026751
603,4,6.985135,6.511969,5.88347,0.5233582865360318,0.5763672657258069
604,5,8.271347,6.41237,5.839757,0.5318514593614826,0.5800032270437128
605,6,7.439987,6.272111,5.76403,0.5437518805764802,0.5862866887325717
606,7,11.333447,6.25065,5.752163,0.545566627946721,0.5872695949659327
607,8,7.725659,6.220241,5.735269,0.548135249967817,0.5886680508014867
608,9,9.212064,6.204472,5.728021,0.549465967499736,0.5892677321584588
609,10,12.424346,6.199613,5.725202,0.5498758343600442,0.5895009212667308
610,11,12.985422,6.199613,5.725202,0.5498758343600442,0.5895009212667308
611,12,6.646309,6.109822,5.671617,0.5574350699299538,0.5939284060483694
612,13,12.91323,6.100355,5.666667,0.5582304342607025,0.5943369143206759
613,14,8.00282,6.046959,5.636323,0.5627106553220743,0.5968393117371027
614,15,10.830132,6.032463,5.629113,0.563925249839975,0.5974334486616425
615,1,7.355993,7.355993,6.273668,0.488352994532477,0.5742203698713487
616,2,7.194726,6.999051,6.146823,0.5170484611470463,0.5840655393876363
617,3,9.67011,6.894366,6.111589,0.5253926120219397,0.5867923643819648
618,4,6.832178,6.859018,6.096481,0.5282028774748064,0.5879605534401949
619,5,7.374696,6.645388,5.993157,0.5451102502354904,0.5959330222880445
620,6,9.823918,6.594694,5.969076,0.5491031516141258,0.5977869055988307
621,7,7.305239,6.433997,5.882358,0.561712316335875,0.6044497939457086
622,8,11.680786,6.402539,5.865058,0.5641721744827745,0.6057765680794879
623,9,7.495072,6.33,5.818705,0.5698338070486325,0.6093274641998562
624,10,7.588322,6.260808,5.775002,0.5752205388225762,0.612670007183453
625,11,7.674918,6.194617,5.731024,0.580361199129857,0.6160283510495717
626,12,6.953476,6.165545,5.71388,0.5826152162745729,0.6173361183929236
627,13,7.500952,6.119662,5.683587,0.5861678818920092,0.6196449634591348
628,14,7.527049,6.06714,5.646218,0.5902274809993862,0.6224897002683641
629,15,7.556554,6.01071,5.607194,0.5945806990226956,0.6254563959612709
630,1,9.870926,9.870926,6.506344,0.26093459971609717,0.5493905385478569
631,2,10.704308,9.706263,6.482793,0.27619560062156995,0.5512705802355888
